Date,Discharge,Velocity,Temperature,Salinity,Prior,ALL
358,27638.69338,0.319410605,26.01,322,4270,2541
359,33839.69683,0.370727208,25.44,270,2541,2003.25
360,33797.21082,0.373050457,25.82,317,2003.25,2565.25
361,28982.99426,0.333531041,27.07,332,2565.25,1910
362,23716.88178,0.285733854,24.37,418,1910,1215.5
363,18000.72368,0.229334205,25.84,637,1215.5,1508.666667
364,10212.05233,0.139710405,27.47,637,1508.666667,1549.333333
365,7375.673196,0.104208079,27.04,530,1549.333333,644
366,5176.052455,0.074534092,28.44,526,644,1578
367,6211.75679,0.088532954,26.2,442,1578,1704.75
368,6398.640554,0.091115541,28.22,432,1704.75,1008.5
369,11062.42471,0.149057567,24.65,435,1008.5,156.3333333
370,13700.60818,0.180765672,25.3,451,156.3333333,165
371,14502.92284,0.19073589,24.67,464,165,803.6666667
372,9994.219717,0.137300091,25.16,456,803.6666667,995.4166667
373,8575.786965,0.119531349,23.46,418,995.4166667,1293
374,9803.101391,0.133725848,20.26,407,1293,734.8333333
375,16800.21578,0.214288957,19.51,405,734.8333333,390.3333333
376,17886.17984,0.226784245,20.04,416,390.3333333,602.4166667
377,19695.98591,0.24533384,19.09,368,602.4166667,683.3333333
378,17397.87993,0.222056637,18.98,365,683.3333333,1569
379,11533.1667,0.157378447,16.66,400,1569,510.5
380,5426.147846,0.078071401,16.57,431,510.5,380
381,7114.191344,0.100467323,16.55,497,380,394
382,10260.85399,0.14141169,15.83,463,394,344
383,4670.884915,0.067731702,14.39,473,344,289.6666667
384,3627.934599,0.05330042,13.41,479,289.6666667,160
385,2821.320109,0.041862851,13.35,519,160,130
386,2762.705912,0.040947682,13.2,547,130,90
387,2864.855887,0.04243247,12.32,557,90,203.3333333
388,2611.634166,0.038760599,12.7,618,203.3333333,70
389,5174.766829,0.074721687,11.67,591,70,10
390,5597.567264,0.080390722,11.84,617,10,15
391,6294.743937,0.089837256,11.86,591,15,18
392,6434.090134,0.091676208,12.31,564,18,20
393,4975.038395,0.071969405,12.57,555,20,69
394,5707.25945,0.081825365,12.39,600,69,522
395,5792.081942,0.083162433,13.51,532,522,290.6666666
396,5837.109836,0.083682354,13.4,512,290.6666666,2188
397,6243.609291,0.089051994,13.46,524,2188,1700
398,6720.125213,0.095423849,14.08,509,1700,1445
399,6549.33076,0.093138933,15.45,489,1445,2729.333333
400,6229.265358,0.088991265,16.9,506,2729.333333,558.1666667
401,6685.34702,0.094656785,17.25,514,558.1666667,816.8333333
402,6592.598559,0.093750266,17.63,517,816.8333333,300
403,7129.845767,0.100732238,17.39,522,300,357.5
404,7230.64399,0.102019047,17.51,524,357.5,719
405,7623.760532,0.107140578,17.62,515,719,691.1666667
406,7684.340518,0.107935062,18.87,483,691.1666667,1496
407,5155.071671,0.074526183,20.08,530,1496,1051.5
408,6511.841712,0.092165209,19.99,533,1051.5,176.1666667
409,5137.369074,0.074569938,20.68,576,176.1666667,435.3333333
410,3732.296956,0.054672209,21.56,572,435.3333333,135.5
411,4319.223791,0.062872259,21.26,596,135.5,338.75
412,4267.782749,0.062160708,21.94,620,338.75,195
413,4587.179237,0.066665037,23.24,615,195,86
414,3706.461409,0.054309368,22.81,605,86,7.666666666
415,3897.672586,0.057006872,22.44,596,7.666666666,240
416,3661.651053,0.053674041,24.04,602,240,353.1666667
417,3432.825601,0.050471143,22.7,621,353.1666667,136.3333333
418,3695.076964,0.054095256,24.31,613,136.3333333,453.3333333
419,3893.537218,0.056936883,24.63,601,453.3333333,12
420,3794.634464,0.055561941,22.79,609,12,264.5
421,3995.200794,0.058388965,24.2,625,264.5,1459
422,3798.837653,0.055645017,24.1,622,1459,489
423,3887.216371,0.056896088,23.88,627,489,139.5
424,3308.624391,0.048727442,23.59,634,139.5,12
425,2949.086306,0.043587871,22.77,636,12,33.33333333
426,2863.774745,0.042377377,23.22,646,33.33333333,233.3333333
427,3284.877584,0.048388857,21.42,649,233.3333333,530
428,3666.394528,0.053795144,20.65,657,530,2.5
429,2178.787016,0.032536876,21.38,657,2.5,20
430,2959.089198,0.043701568,20.26,680,20,230.5
431,2986.813384,0.044187891,19.45,679,230.5,120
432,2231.848204,0.033332693,19.12,680,120,30
433,1350.015249,0.020341358,17.59,692,30,21
434,1782.376048,0.026690038,17.12,710,21,5
435,2570.497104,0.038136729,15.29,701,5,10
436,2356.064794,0.035138202,14.28,710,10,15
437,2445.583672,0.03638555,12.73,715,15,7
438,2507.837664,0.037297755,13.18,733,7,20
439,2433.222915,0.036203373,12.76,723,20,22.5
440,2629.235353,0.03907473,12.43,703,22.5,10
441,2441.490151,0.036348289,10.88,705,10,33
442,2460.530055,0.036588641,11.11,699,33,11.5
443,2639.735091,0.039182429,11.44,690,11.5,95
444,2643.561223,0.039244187,11.33,707,95,30
445,2605.213555,0.038680017,12.3,712,30,50
446,3686.453445,0.054051154,12.86,673,50,35
447,2950.475367,0.043676952,13.17,659,35,12
448,2771.008672,0.041064083,13.28,656,12,31
449,2716.225732,0.04031223,13.05,651,31,66
450,2518.203577,0.037424139,14.73,665,66,76
451,2716.127616,0.040245642,14.99,652,76,86.5
452,2834.364736,0.041956865,15.49,623,86.5,30
453,3239.348646,0.047740709,16.93,599,30,115
454,2857.167336,0.042323811,16.19,597,115,65
455,2991.001483,0.044134167,16.58,592,65,55
456,3191.474309,0.047075723,18.56,591,55,56.25
457,3273.927853,0.048298015,18.72,598,56.25,3
458,2963.809031,0.043814563,20.8,593,3,320
459,2774.18935,0.04107759,21.62,577,320,33.5
460,2778.605757,0.041132957,22.49,580,33.5,28
461,2916.248592,0.043102769,24.33,583,28,179
462,3410.521891,0.050116641,24.6,500,179,50
463,3458.17018,0.050894494,22.05,522,50,17
464,3985.699217,0.058132405,22.28,473,17,509
465,3754.674076,0.055031031,26.11,442,509,158
466,3147.573351,0.046426711,24.18,412,158,30
467,3009.022201,0.044422428,24.44,387,30,162
468,4052.262913,0.059080798,24.87,380,162,90.33333333
469,2657.346331,0.039415757,24.83,369,90.33333333,205
470,2693.237871,0.039889141,25.95,349,205,521
471,2984.278508,0.044106737,25.31,350,521,153.5
472,3039.214916,0.044860217,25.87,362,153.5,250
473,2895.889585,0.042810837,24.04,347,250,99
474,4029.249476,0.05902438,22.22,344,99,54
475,5970.924238,0.085311257,24.56,329,54,90
476,4151.202124,0.060642012,22.53,366,90,190
477,3032.257479,0.044823014,23.45,368,190,170
478,3226.51429,0.047623319,21.39,389,170,142
479,3307.206703,0.048696772,21.31,411,142,70
480,3559.509715,0.052277906,20.67,392,70,24.5
481,2732.618807,0.040533442,19.47,383,24.5,80
482,3095.894592,0.045706433,18.6,389,80,40
483,3082.591606,0.045523698,19.1,363,40,30
484,3074.504035,0.04548023,18.34,358,30,25
485,1605.618674,0.024127842,17.33,391,25,140
486,2048.52083,0.030582516,16.64,423,140,180
487,2433.992828,0.036183607,15.66,445,180,23.33333333
488,2621.923818,0.038934405,14.86,472,23.33333333,20
489,2576.038476,0.038337004,13.9,466,20,16
490,1194.273128,0.018023101,12.57,473,16,15
491,1281.316797,0.019312714,12.33,516,15,13
492,2421.165639,0.036142703,11.49,512,13,14
493,3015.376078,0.044495582,11.97,520,14,20
494,2791.403054,0.041367304,11.88,512,20,19
495,2630.295667,0.039079955,11.96,539,19,23
496,2712.101648,0.04028497,11.01,536,23,27
497,2500.399823,0.037170086,11.14,563,27,60
498,2498.64125,0.037150741,11.27,595,60,100
499,2709.482053,0.040183306,11.52,639,100,372.5
500,5644.726628,0.081170018,11.54,589,372.5,210
501,4694.740581,0.068031318,12.48,551,210,88
502,4785.911586,0.069366725,13.12,522,88,541.5
503,7076.757573,0.099999536,14.78,546,541.5,295.5
504,11694.0834,0.157481495,14.12,577,295.5,2557.5
505,12933.77139,0.172337349,15.41,551,2557.5,6901.666667
506,8973.698403,0.125243842,15.14,555,6901.666667,3006
507,6796.607057,0.096324776,15.74,510,3006,2780.5
508,6980.808723,0.098684073,16.52,376,2780.5,1040
509,4317.220356,0.062971475,16.95,348,1040,349.3333333
510,4146.377442,0.060556904,16.86,331,349.3333333,172.3333333
511,3870.844179,0.056616953,17.94,326,172.3333333,547
512,3841.039879,0.056190722,20.41,333,547,1062
513,3733.701958,0.05470983,21.49,349,1062,760
514,3779.974926,0.05534044,21.37,372,760,420
515,3521.623325,0.051738589,20.72,406,420,175
516,3818.993168,0.055845627,24.02,415,175,69
517,4526.07641,0.065792552,26.18,421,69,33
518,4746.099828,0.068655276,25.32,426,33,100
519,4803.791983,0.069577023,25.93,432,100,250
520,3759.440282,0.055103079,24.1,437,250,58.5
521,3816.650455,0.055856959,24.82,443,58.5,41
522,3832.004975,0.056074961,25.1,450,41,104.3333333
523,4066.454687,0.059368207,24,459,104.3333333,27
524,4165.846153,0.060728353,24.45,458,27,117.5
525,3555.17436,0.052192292,26.59,457,117.5,428
526,3263.190412,0.048090525,28.33,456,428,57
527,3262.883458,0.048033372,26.24,455,57,78.5
528,3744.414849,0.054846274,25.09,454,78.5,146.5
529,3592.6785,0.052752019,21.21,451,146.5,87
